Date,Service_Type,Region,Cost_USD,Cost_Category,Department,Usage_Hours,Resource_Tags
2024-12-15,API Gateway,ap-south-1,66.44,Savings Plan,Warehouse Ops,7.9,warehouse-ops-api gateway
2024-06-10,Redshift (Data Warehouse),ap-south-1,197.13,Spot,Warehouse Ops,11.0,warehouse-ops-redshift
2024-10-08,SageMaker (ML),us-east-1,63.18,Reserved,Warehouse Ops,18.5,warehouse-ops-sagemaker
2024-07-31,Redshift (Data Warehouse),ap-south-1,229.03,Reserved,Platform / DevOps,18.4,platform-/-devops-redshift
2024-06-21,ElastiCache (Caching),us-east-1,85.18,Spot,Data Engineering,2.4,data-engineering-elasticache
2024-05-11,CloudWatch (Monitoring),us-east-1,41.35,Spot,Data Engineering,18.8,data-engineering-cloudwatch
2024-05-08,S3 (Storage),ap-southeast-1,78.89,Spot,Fleet Management,22.5,fleet-management-s3
2024-01-15,EKS (Kubernetes),us-east-1,310.38,Savings Plan,Logistics,17.6,logistics-eks
2024-07-24,ElastiCache (Caching),ap-south-1,120.89,Reserved,Logistics,7.4,logistics-elasticache
2024-11-30,S3 (Storage),eu-west-1,58.03,Savings Plan,Fleet Management,9.0,fleet-management-s3
2024-12-16,EKS (Kubernetes),eu-west-1,596.65,Reserved,Fleet Management,6.5,fleet-management-eks
2024-12-01,SageMaker (ML),us-west-2,376.95,On-Demand,Procurement,13.2,procurement-sagemaker
2024-09-20,Redshift (Data Warehouse),us-east-1,287.45,Savings Plan,Procurement,4.6,procurement-redshift
2024-10-23,DynamoDB (NoSQL),ap-southeast-1,190.59,Savings Plan,Platform / DevOps,7.8,platform-/-devops-dynamodb
2024-03-28,SageMaker (ML),eu-west-1,376.82,Savings Plan,Platform / DevOps,22.5,platform-/-devops-sagemaker
2024-08-10,CloudWatch (Monitoring),ap-south-1,37.55,Savings Plan,Procurement,3.3,procurement-cloudwatch
2024-01-26,SageMaker (ML),ap-southeast-1,185.16,Spot,Warehouse Ops,6.2,warehouse-ops-sagemaker
2024-01-12,RDS (Database),us-east-1,93.09,Spot,Fleet Management,12.3,fleet-management-rds
2024-03-26,ElastiCache (Caching),us-west-2,97.88,On-Demand,Fleet Management,2.0,fleet-management-elasticache
2024-02-01,DynamoDB (NoSQL),eu-west-1,86.52,Savings Plan,Data Engineering,11.6,data-engineering-dynamodb
2024-08-30,SQS (Queue),eu-west-1,16.21,Reserved,Fleet Management,1.6,fleet-management-sqs
2024-04-08,ElastiCache (Caching),us-west-2,48.03,On-Demand,Platform / DevOps,16.2,platform-/-devops-elasticache
2024-08-15,Lambda (Serverless),us-west-2,47.92,Spot,Platform / DevOps,17.3,platform-/-devops-lambda
2024-03-30,RDS (Database),us-east-1,326.91,Spot,Procurement,10.6,procurement-rds
2024-03-08,RDS (Database),us-west-2,93.24,Spot,Warehouse Ops,14.0,warehouse-ops-rds
2024-04-13,API Gateway,ap-southeast-1,36.56,On-Demand,Fleet Management,19.4,fleet-management-api gateway
2024-01-14,CloudWatch (Monitoring),us-east-1,35.2,Savings Plan,Logistics,22.5,logistics-cloudwatch
2024-10-01,Lambda (Serverless),ap-southeast-1,34.29,Savings Plan,Fleet Management,18.7,fleet-management-lambda
2024-06-19,ElastiCache (Caching),us-east-1,29.02,Spot,Warehouse Ops,6.7,warehouse-ops-elasticache
2024-02-24,Lambda (Serverless),ap-southeast-1,66.38,On-Demand,Fleet Management,13.3,fleet-management-lambda
2024-02-16,DynamoDB (NoSQL),eu-west-1,135.27,Savings Plan,Fleet Management,13.3,fleet-management-dynamodb
2024-02-06,SQS (Queue),ap-south-1,16.3,Reserved,Platform / DevOps,22.0,platform-/-devops-sqs
2024-05-17,Redshift (Data Warehouse),us-west-2,263.56,Savings Plan,Procurement,1.4,procurement-redshift
2024-11-16,ElastiCache (Caching),us-east-1,191.49,On-Demand,Fleet Management,17.0,fleet-management-elasticache
2024-08-11,Redshift (Data Warehouse),ap-southeast-1,275.62,Reserved,Fleet Management,22.8,fleet-management-redshift
2024-11-06,S3 (Storage),ap-south-1,40.78,Spot,Warehouse Ops,13.6,warehouse-ops-s3
2024-01-28,EKS (Kubernetes),ap-south-1,161.38,On-Demand,Data Engineering,9.5,data-engineering-eks
2024-09-09,Lambda (Serverless),eu-west-1,7.92,Savings Plan,Procurement,22.6,procurement-lambda
2024-07-24,EKS (Kubernetes),ap-southeast-1,366.16,Savings Plan,Platform / DevOps,14.2,platform-/-devops-eks
2024-03-01,Route 53 (DNS),us-west-2,2.02,Savings Plan,Fleet Management,2.1,fleet-management-route 53
2024-07-19,SQS (Queue),eu-west-1,3.79,Spot,Data Engineering,13.0,data-engineering-sqs
2024-09-03,ElastiCache (Caching),eu-west-1,97.13,Savings Plan,Procurement,21.7,procurement-elasticache
2024-02-03,EKS (Kubernetes),eu-west-1,361.47,On-Demand,Procurement,2.4,procurement-eks
2024-03-13,ElastiCache (Caching),us-west-2,112.95,On-Demand,Platform / DevOps,13.6,platform-/-devops-elasticache
2024-11-29,CloudWatch (Monitoring),eu-west-1,23.67,Spot,Logistics,16.9,logistics-cloudwatch
2024-12-26,CloudFront (CDN),us-west-2,85.58,On-Demand,Fleet Management,14.9,fleet-management-cloudfront
2024-11-17,Redshift (Data Warehouse),us-west-2,364.95,Savings Plan,Warehouse Ops,22.9,warehouse-ops-redshift
2024-11-10,Lambda (Serverless),us-east-1,27.0,Spot,Warehouse Ops,14.5,warehouse-ops-lambda
2024-07-11,Route 53 (DNS),eu-west-1,5.2,Spot,Warehouse Ops,1.5,warehouse-ops-route 53
2024-01-03,Route 53 (DNS),us-east-1,1.88,Savings Plan,Data Engineering,13.4,data-engineering-route 53
2024-06-12,EKS (Kubernetes),ap-southeast-1,192.39,Reserved,Fleet Management,3.9,fleet-management-eks
2024-08-28,S3 (Storage),eu-west-1,104.72,On-Demand,Logistics,13.6,logistics-s3
2024-03-21,CloudWatch (Monitoring),ap-southeast-1,30.31,Reserved,Logistics,19.8,logistics-cloudwatch
2024-04-20,Route 53 (DNS),ap-southeast-1,7.28,Savings Plan,Procurement,16.5,procurement-route 53
2024-04-05,S3 (Storage),us-east-1,108.49,Reserved,Platform / DevOps,23.4,platform-/-devops-s3
2024-02-18,RDS (Database),eu-west-1,327.17,On-Demand,Logistics,13.0,logistics-rds
2024-05-05,SQS (Queue),eu-west-1,21.19,Spot,Logistics,15.0,logistics-sqs
2024-04-06,EC2 (Compute),ap-southeast-1,216.37,Savings Plan,Platform / DevOps,23.1,platform-/-devops-ec2
2024-12-12,DynamoDB (NoSQL),eu-west-1,146.3,Spot,Logistics,8.8,logistics-dynamodb
2024-10-21,RDS (Database),ap-south-1,115.57,Reserved,Logistics,13.4,logistics-rds
2024-12-14,DynamoDB (NoSQL),us-west-2,139.36,Reserved,Procurement,1.5,procurement-dynamodb
2024-01-17,EC2 (Compute),ap-south-1,289.39,Spot,Logistics,18.1,logistics-ec2
2024-09-08,Route 53 (DNS),ap-south-1,2.48,Reserved,Platform / DevOps,22.4,platform-/-devops-route 53
2024-05-02,Lambda (Serverless),ap-southeast-1,73.18,Reserved,Data Engineering,14.8,data-engineering-lambda
2024-05-12,API Gateway,us-west-2,35.44,Reserved,Platform / DevOps,12.1,platform-/-devops-api gateway
2024-05-17,SageMaker (ML),us-west-2,294.53,On-Demand,Fleet Management,21.4,fleet-management-sagemaker
2024-02-28,EC2 (Compute),us-east-1,244.4,On-Demand,Fleet Management,6.8,fleet-management-ec2
2024-02-18,EKS (Kubernetes),us-east-1,403.57,Spot,Logistics,18.0,logistics-eks
2024-12-30,ElastiCache (Caching),us-east-1,101.83,Reserved,Warehouse Ops,21.9,warehouse-ops-elasticache
2024-08-21,SQS (Queue),ap-south-1,22.38,On-Demand,Fleet Management,13.5,fleet-management-sqs
2024-08-28,SageMaker (ML),ap-south-1,203.01,On-Demand,Fleet Management,4.2,fleet-management-sagemaker
2024-01-30,SNS (Notifications),ap-southeast-1,5.79,Spot,Platform / DevOps,15.2,platform-/-devops-sns
2024-08-01,Route 53 (DNS),ap-south-1,5.11,On-Demand,Platform / DevOps,9.2,platform-/-devops-route 53
2024-07-24,ElastiCache (Caching),us-east-1,44.78,On-Demand,Data Engineering,20.6,data-engineering-elasticache
2024-10-29,SNS (Notifications),us-east-1,9.71,Savings Plan,Data Engineering,20.0,data-engineering-sns
2024-06-26,CloudWatch (Monitoring),ap-southeast-1,32.05,Savings Plan,Fleet Management,12.9,fleet-management-cloudwatch
2024-02-08,CloudWatch (Monitoring),ap-south-1,14.82,On-Demand,Procurement,20.2,procurement-cloudwatch
2024-03-01,SNS (Notifications),ap-south-1,18.06,Reserved,Data Engineering,1.3,data-engineering-sns
2024-02-22,EC2 (Compute),eu-west-1,107.45,Spot,Logistics,9.6,logistics-ec2
2024-03-30,Redshift (Data Warehouse),ap-south-1,88.26,Savings Plan,Fleet Management,6.6,fleet-management-redshift
2024-10-27,SageMaker (ML),eu-west-1,139.98,Reserved,Data Engineering,18.6,data-engineering-sagemaker
2024-03-10,SageMaker (ML),eu-west-1,327.43,Spot,Fleet Management,1.2,fleet-management-sagemaker
2024-02-01,DynamoDB (NoSQL),ap-southeast-1,139.11,Savings Plan,Platform / DevOps,12.9,platform-/-devops-dynamodb
2024-01-01,ElastiCache (Caching),eu-west-1,112.27,On-Demand,Warehouse Ops,4.6,warehouse-ops-elasticache
2024-01-18,Redshift (Data Warehouse),us-east-1,274.07,On-Demand,Warehouse Ops,11.4,warehouse-ops-redshift
2024-10-01,ElastiCache (Caching),us-east-1,101.3,Savings Plan,Fleet Management,13.5,fleet-management-elasticache
2024-04-04,S3 (Storage),ap-south-1,75.61,On-Demand,Procurement,7.9,procurement-s3
2024-11-09,RDS (Database),ap-south-1,87.99,Reserved,Platform / DevOps,3.2,platform-/-devops-rds
2024-10-15,Route 53 (DNS),,9.85,Reserved,Data Engineering,9.6,data-engineering-route 53
2024-06-13,DynamoDB (NoSQL),us-east-1,141.25,Reserved,Data Engineering,5.4,data-engineering-dynamodb
2024-11-30,Redshift (Data Warehouse),us-west-2,133.23,Savings Plan,Fleet Management,9.0,fleet-management-redshift
2024-01-29,CloudWatch (Monitoring),us-west-2,29.37,Reserved,Procurement,5.6,procurement-cloudwatch
2024-04-14,Redshift (Data Warehouse),ap-south-1,163.23,Reserved,Platform / DevOps,9.5,platform-/-devops-redshift
2024-04-12,EKS (Kubernetes),ap-south-1,370.74,Reserved,Platform / DevOps,18.9,platform-/-devops-eks
2024-03-26,RDS (Database),us-east-1,288.86,Spot,Warehouse Ops,2.2,warehouse-ops-rds
2024-04-04,SQS (Queue),ap-southeast-1,16.03,Savings Plan,Logistics,13.8,logistics-sqs
2024-02-11,SNS (Notifications),us-east-1,6.39,Reserved,Platform / DevOps,4.7,platform-/-devops-sns
2024-10-15,S3 (Storage),us-west-2,90.18,Spot,Platform / DevOps,12.8,platform-/-devops-s3
2024-01-27,CloudFront (CDN),eu-west-1,39.89,On-Demand,Platform / DevOps,9.5,platform-/-devops-cloudfront
2024-02-11,Route 53 (DNS),us-east-1,2.28,On-Demand,Platform / DevOps,11.5,platform-/-devops-route 53
2024-10-08,SNS (Notifications),us-west-2,11.26,Spot,Platform / DevOps,15.7,platform-/-devops-sns
2024-06-04,Redshift (Data Warehouse),us-east-1,168.31,On-Demand,Data Engineering,4.3,data-engineering-redshift
2024-07-15,CloudFront (CDN),us-west-2,65.36,Spot,Data Engineering,21.9,data-engineering-cloudfront
2024-09-26,CloudWatch (Monitoring),us-east-1,23.76,On-Demand,Logistics,15.9,logistics-cloudwatch
2024-07-29,CloudWatch (Monitoring),us-west-2,38.8,On-Demand,Warehouse Ops,14.8,warehouse-ops-cloudwatch
2024-07-30,SNS (Notifications),us-east-1,3.85,Spot,Data Engineering,11.8,data-engineering-sns
2024-05-09,Route 53 (DNS),eu-west-1,5.07,Spot,Platform / DevOps,23.6,platform-/-devops-route 53
2024-01-06,EKS (Kubernetes),us-east-1,171.43,On-Demand,Procurement,7.1,procurement-eks
2024-06-14,API Gateway,us-west-2,54.14,Savings Plan,Fleet Management,18.2,fleet-management-api gateway
2024-03-18,API Gateway,us-east-1,30.59,Spot,Warehouse Ops,10.1,warehouse-ops-api gateway
2024-05-21,Route 53 (DNS),ap-south-1,5.3,Reserved,Warehouse Ops,9.3,warehouse-ops-route 53
2024-07-12,RDS (Database),eu-west-1,284.25,Reserved,Fleet Management,19.9,fleet-management-rds
2024-02-03,SQS (Queue),ap-southeast-1,20.64,Savings Plan,Data Engineering,18.5,data-engineering-sqs
2024-06-27,SageMaker (ML),ap-south-1,367.7,Reserved,Warehouse Ops,16.7,warehouse-ops-sagemaker
2024-09-02,EC2 (Compute),ap-south-1,375.45,Savings Plan,Procurement,15.3,procurement-ec2
2024-06-18,CloudFront (CDN),eu-west-1,77.08,Savings Plan,Logistics,8.7,logistics-cloudfront
2024-02-14,S3 (Storage),ap-south-1,99.57,Spot,Logistics,23.3,logistics-s3
2024-11-04,DynamoDB (NoSQL),eu-west-1,73.13,Spot,Platform / DevOps,15.6,platform-/-devops-dynamodb
2024-05-21,CloudFront (CDN),ap-south-1,62.71,On-Demand,Logistics,8.9,logistics-cloudfront
2024-07-11,API Gateway,ap-southeast-1,38.8,Savings Plan,Data Engineering,10.2,data-engineering-api gateway
2024-09-22,Redshift (Data Warehouse),eu-west-1,102.04,On-Demand,Data Engineering,5.5,data-engineering-redshift
2024-12-31,CloudWatch (Monitoring),eu-west-1,29.6,Reserved,Logistics,23.4,logistics-cloudwatch
2024-07-31,Redshift (Data Warehouse),us-west-2,131.12,Savings Plan,Platform / DevOps,20.0,platform-/-devops-redshift
2024-01-29,Redshift (Data Warehouse),ap-south-1,271.93,Spot,Warehouse Ops,15.7,warehouse-ops-redshift
2024-06-07,EKS (Kubernetes),ap-south-1,381.06,Spot,Warehouse Ops,10.4,warehouse-ops-eks
2024-07-26,Route 53 (DNS),eu-west-1,8.63,On-Demand,Warehouse Ops,1.2,warehouse-ops-route 53
2024-05-13,SQS (Queue),eu-west-1,9.59,Spot,Data Engineering,3.4,data-engineering-sqs
2024-11-28,RDS (Database),us-west-2,362.25,On-Demand,Fleet Management,16.2,fleet-management-rds
2024-06-11,API Gateway,us-east-1,10.82,On-Demand,Platform / DevOps,3.4,platform-/-devops-api gateway
2024-12-24,Lambda (Serverless),ap-south-1,12.66,On-Demand,Platform / DevOps,4.3,platform-/-devops-lambda
2024-08-11,SageMaker (ML),ap-south-1,255.16,Reserved,Logistics,9.3,logistics-sagemaker
2024-04-11,Lambda (Serverless),eu-west-1,13.45,On-Demand,Warehouse Ops,20.4,warehouse-ops-lambda
2024-06-26,SageMaker (ML),us-east-1,185.84,On-Demand,Data Engineering,16.6,data-engineering-sagemaker
2024-07-13,CloudFront (CDN),eu-west-1,76.6,Savings Plan,Platform / DevOps,23.0,platform-/-devops-cloudfront
2024-12-13,SageMaker (ML),ap-south-1,282.38,Spot,Logistics,20.5,logistics-sagemaker
2024-02-14,SageMaker (ML),us-west-2,155.65,Reserved,Platform / DevOps,21.2,platform-/-devops-sagemaker
2024-05-07,RDS (Database),us-east-1,347.4,Spot,Procurement,12.2,procurement-rds
2024-12-28,CloudWatch (Monitoring),ap-southeast-1,71.5,On-Demand,Platform / DevOps,12.3,platform-/-devops-cloudwatch
2024-09-28,SageMaker (ML),us-west-2,213.7,Spot,Warehouse Ops,23.5,warehouse-ops-sagemaker
2024-11-07,S3 (Storage),us-east-1,117.21,Spot,Procurement,1.6,procurement-s3
2024-08-19,Lambda (Serverless),us-east-1,18.09,On-Demand,Fleet Management,17.7,fleet-management-lambda
2024-01-13,ElastiCache (Caching),ap-southeast-1,127.68,On-Demand,Platform / DevOps,18.6,platform-/-devops-elasticache
2024-06-03,Lambda (Serverless),ap-southeast-1,18.53,Savings Plan,Platform / DevOps,8.1,platform-/-devops-lambda
2024-03-28,Lambda (Serverless),us-east-1,70.03,Reserved,Fleet Management,8.5,fleet-management-lambda
2024-07-24,ElastiCache (Caching),us-east-1,105.28,Reserved,Logistics,19.5,logistics-elasticache
2024-05-28,SageMaker (ML),us-east-1,81.14,Spot,Platform / DevOps,18.9,platform-/-devops-sagemaker
2024-11-29,S3 (Storage),us-east-1,43.99,Reserved,Data Engineering,4.1,data-engineering-s3
2024-07-03,Lambda (Serverless),eu-west-1,64.76,Savings Plan,Fleet Management,9.2,fleet-management-lambda
2024-07-16,CloudFront (CDN),ap-southeast-1,46.56,Savings Plan,Data Engineering,13.5,data-engineering-cloudfront
2024-06-17,EC2 (Compute),ap-south-1,90.58,Reserved,Procurement,11.4,procurement-ec2
2024-06-22,ElastiCache (Caching),eu-west-1,106.3,On-Demand,Platform / DevOps,11.2,platform-/-devops-elasticache
2024-02-20,SageMaker (ML),ap-south-1,183.96,Savings Plan,Logistics,9.1,logistics-sagemaker
2024-09-21,SNS (Notifications),us-west-2,4.42,Savings Plan,Warehouse Ops,24.0,warehouse-ops-sns
2024-03-03,DynamoDB (NoSQL),us-west-2,123.63,Reserved,Warehouse Ops,8.9,warehouse-ops-dynamodb
2024-09-17,S3 (Storage),eu-west-1,74.89,Spot,Procurement,2.0,procurement-s3
2024-08-30,Route 53 (DNS),us-west-2,7.26,On-Demand,Data Engineering,2.8,data-engineering-route 53
2024-09-15,API Gateway,us-east-1,49.79,Savings Plan,Warehouse Ops,3.3,warehouse-ops-api gateway
2024-05-04,CloudWatch (Monitoring),ap-southeast-1,26.59,Spot,Logistics,17.5,logistics-cloudwatch
2024-07-19,S3 (Storage),eu-west-1,40.64,Reserved,Procurement,15.0,procurement-s3
2024-04-02,API Gateway,eu-west-1,11.58,Spot,Platform / DevOps,12.4,platform-/-devops-api gateway
2024-08-11,CloudWatch (Monitoring),eu-west-1,19.77,Reserved,Data Engineering,22.1,data-engineering-cloudwatch
2024-08-31,Redshift (Data Warehouse),us-west-2,267.46,Spot,Warehouse Ops,22.1,warehouse-ops-redshift
2024-09-11,ElastiCache (Caching),us-east-1,30.32,On-Demand,Fleet Management,10.3,fleet-management-elasticache
2024-01-18,EC2 (Compute),ap-southeast-1,161.91,Spot,Data Engineering,19.9,data-engineering-ec2
2024-02-06,CloudWatch (Monitoring),eu-west-1,21.14,Reserved,Procurement,20.9,procurement-cloudwatch
2024-02-06,API Gateway,ap-southeast-1,52.47,Savings Plan,Warehouse Ops,17.3,warehouse-ops-api gateway
2024-01-03,S3 (Storage),us-west-2,53.81,Reserved,Logistics,6.3,logistics-s3
2024-08-25,RDS (Database),ap-south-1,253.45,On-Demand,Warehouse Ops,4.3,warehouse-ops-rds
2024-01-01,CloudFront (CDN),ap-southeast-1,29.42,Spot,Data Engineering,16.2,data-engineering-cloudfront
2024-08-08,Redshift (Data Warehouse),us-east-1,263.99,Savings Plan,Logistics,7.6,logistics-redshift
2024-08-02,SageMaker (ML),us-west-2,251.41,Savings Plan,Platform / DevOps,9.9,platform-/-devops-sagemaker
2024-09-07,EKS (Kubernetes),ap-southeast-1,205.88,Reserved,Fleet Management,20.6,fleet-management-eks
2024-09-12,RDS (Database),us-west-2,226.63,Spot,Logistics,17.5,logistics-rds
2024-05-16,EKS (Kubernetes),ap-southeast-1,230.71,On-Demand,Warehouse Ops,10.0,warehouse-ops-eks
2024-06-12,S3 (Storage),ap-southeast-1,111.67,Savings Plan,Platform / DevOps,4.7,platform-/-devops-s3
2024-08-12,SNS (Notifications),eu-west-1,16.59,On-Demand,Logistics,3.5,logistics-sns
2024-09-02,EKS (Kubernetes),eu-west-1,468.79,Reserved,Procurement,23.8,procurement-eks
2024-10-12,SageMaker (ML),ap-southeast-1,207.26,Reserved,Logistics,22.7,logistics-sagemaker
2024-11-28,ElastiCache (Caching),eu-west-1,138.59,Savings Plan,Warehouse Ops,21.5,warehouse-ops-elasticache
2024-09-11,CloudWatch (Monitoring),ap-southeast-1,8.22,Reserved,Fleet Management,7.3,fleet-management-cloudwatch
2024-03-03,SageMaker (ML),us-west-2,300.88,Savings Plan,Warehouse Ops,10.5,warehouse-ops-sagemaker
2024-11-17,EC2 (Compute),ap-south-1,253.14,Savings Plan,Logistics,15.9,logistics-ec2
2024-03-20,API Gateway,eu-west-1,19.65,Savings Plan,Platform / DevOps,9.2,platform-/-devops-api gateway
2024-05-09,DynamoDB (NoSQL),ap-south-1,30.15,Savings Plan,Logistics,20.1,logistics-dynamodb
2024-08-16,SQS (Queue),us-west-2,13.42,Spot,Logistics,1.1,logistics-sqs
2024-07-20,SQS (Queue),us-west-2,18.17,Reserved,Warehouse Ops,1.9,warehouse-ops-sqs
2024-09-30,DynamoDB (NoSQL),us-east-1,163.83,Reserved,Warehouse Ops,8.6,warehouse-ops-dynamodb
2024-01-28,Redshift (Data Warehouse),us-west-2,266.15,On-Demand,Warehouse Ops,21.7,warehouse-ops-redshift
2024-06-09,Redshift (Data Warehouse),us-west-2,134.03,Savings Plan,Logistics,4.6,logistics-redshift
2024-12-12,SQS (Queue),us-east-1,29.18,Savings Plan,Warehouse Ops,15.2,warehouse-ops-sqs
2024-10-02,SageMaker (ML),us-west-2,386.17,Reserved,Data Engineering,22.5,data-engineering-sagemaker
2024-02-26,EKS (Kubernetes),us-west-2,432.35,Spot,Platform / DevOps,1.6,platform-/-devops-eks
2024-06-05,S3 (Storage),ap-southeast-1,77.79,Savings Plan,Data Engineering,18.2,data-engineering-s3
2024-10-27,Lambda (Serverless),eu-west-1,44.3,Savings Plan,Procurement,6.6,procurement-lambda
2024-10-15,Redshift (Data Warehouse),eu-west-1,91.55,Savings Plan,Platform / DevOps,20.4,platform-/-devops-redshift
2024-03-28,ElastiCache (Caching),ap-southeast-1,54.02,Reserved,Data Engineering,9.3,data-engineering-elasticache
2024-06-24,SNS (Notifications),us-east-1,16.58,Reserved,Logistics,9.3,logistics-sns
2024-07-27,CloudFront (CDN),ap-southeast-1,73.75,Spot,Logistics,21.4,logistics-cloudfront
2024-07-18,SageMaker (ML),eu-west-1,321.81,On-Demand,Platform / DevOps,13.3,platform-/-devops-sagemaker
2024-02-15,Route 53 (DNS),us-east-1,6.31,Reserved,Logistics,23.2,logistics-route 53
2024-08-31,DynamoDB (NoSQL),us-west-2,78.82,Reserved,Logistics,7.3,logistics-dynamodb
2024-09-06,Lambda (Serverless),us-west-2,57.74,Savings Plan,Warehouse Ops,2.4,warehouse-ops-lambda
2024-03-29,EC2 (Compute),us-west-2,227.27,Spot,Fleet Management,20.0,fleet-management-ec2
2024-08-14,ElastiCache (Caching),us-east-1,129.97,Spot,Platform / DevOps,18.1,platform-/-devops-elasticache
2024-09-29,S3 (Storage),us-west-2,27.43,Reserved,Fleet Management,7.8,fleet-management-s3
2024-05-11,ElastiCache (Caching),us-east-1,77.98,Reserved,Platform / DevOps,6.7,platform-/-devops-elasticache
2024-02-24,Lambda (Serverless),us-west-2,73.31,Spot,Procurement,2.5,procurement-lambda
2024-11-15,EC2 (Compute),eu-west-1,534.88,On-Demand,Fleet Management,7.0,fleet-management-ec2
2024-02-26,Redshift (Data Warehouse),ap-southeast-1,290.92,Savings Plan,Warehouse Ops,13.7,warehouse-ops-redshift
2024-08-04,EKS (Kubernetes),us-east-1,400.73,Spot,Fleet Management,1.5,fleet-management-eks
2024-05-19,API Gateway,ap-south-1,21.45,Spot,Logistics,8.9,logistics-api gateway
2024-09-07,DynamoDB (NoSQL),eu-west-1,179.04,Savings Plan,Data Engineering,15.1,data-engineering-dynamodb
2024-12-18,DynamoDB (NoSQL),eu-west-1,169.76,On-Demand,Platform / DevOps,11.6,platform-/-devops-dynamodb
2024-10-07,CloudWatch (Monitoring),ap-southeast-1,31.35,Reserved,Procurement,10.6,procurement-cloudwatch
2024-11-23,S3 (Storage),ap-southeast-1,51.04,Spot,Data Engineering,20.4,data-engineering-s3
2024-06-11,SQS (Queue),ap-southeast-1,12.77,On-Demand,Platform / DevOps,1.8,platform-/-devops-sqs
2024-09-30,CloudWatch (Monitoring),us-west-2,34.43,Reserved,Warehouse Ops,4.7,warehouse-ops-cloudwatch
2024-03-25,CloudWatch (Monitoring),eu-west-1,37.14,On-Demand,Procurement,11.4,procurement-cloudwatch
2024-09-07,DynamoDB (NoSQL),us-west-2,79.88,Reserved,Warehouse Ops,17.9,warehouse-ops-dynamodb
2024-03-07,Redshift (Data Warehouse),ap-south-1,73.88,Savings Plan,Procurement,13.3,procurement-redshift
2024-02-08,SQS (Queue),us-east-1,5.15,Spot,Logistics,2.7,logistics-sqs
2024-07-18,SageMaker (ML),us-east-1,346.47,On-Demand,Warehouse Ops,14.3,warehouse-ops-sagemaker
2024-08-01,SQS (Queue),eu-west-1,15.29,Reserved,Warehouse Ops,15.9,warehouse-ops-sqs
2024-06-29,CloudWatch (Monitoring),ap-southeast-1,21.8,Spot,Warehouse Ops,23.5,warehouse-ops-cloudwatch
2024-02-06,CloudWatch (Monitoring),eu-west-1,16.9,Spot,Logistics,18.1,logistics-cloudwatch
2024-10-13,SageMaker (ML),ap-south-1,387.78,On-Demand,Procurement,1.6,procurement-sagemaker
2024-03-08,EC2 (Compute),ap-southeast-1,,Savings Plan,Platform / DevOps,2.5,platform-/-devops-ec2
2024-07-23,RDS (Database),us-east-1,180.0,Spot,Platform / DevOps,4.5,platform-/-devops-rds
2024-08-16,CloudFront (CDN),us-east-1,74.91,Reserved,Data Engineering,19.2,data-engineering-cloudfront
2024-10-10,Route 53 (DNS),us-west-2,8.01,Spot,Warehouse Ops,19.9,warehouse-ops-route 53
2024-08-22,SageMaker (ML),us-east-1,185.71,Spot,Procurement,10.9,procurement-sagemaker
2024-11-15,EC2 (Compute),ap-southeast-1,301.93,Spot,Fleet Management,22.0,fleet-management-ec2
2024-08-10,CloudFront (CDN),ap-southeast-1,29.96,Savings Plan,Logistics,21.5,logistics-cloudfront
2024-09-13,CloudWatch (Monitoring),us-west-2,47.86,Savings Plan,Fleet Management,6.8,fleet-management-cloudwatch
2024-05-07,SNS (Notifications),ap-south-1,10.08,Savings Plan,Platform / DevOps,8.5,platform-/-devops-sns
2024-02-01,ElastiCache (Caching),eu-west-1,128.54,Spot,Data Engineering,17.3,data-engineering-elasticache
2024-09-01,SageMaker (ML),us-east-1,363.96,Reserved,Warehouse Ops,7.8,warehouse-ops-sagemaker
2024-08-04,Lambda (Serverless),ap-southeast-1,7.21,Reserved,Warehouse Ops,17.8,warehouse-ops-lambda
2024-08-16,SNS (Notifications),ap-south-1,9.99,Reserved,Data Engineering,22.5,data-engineering-sns
2024-08-23,CloudFront (CDN),ap-south-1,72.73,Savings Plan,Data Engineering,14.5,data-engineering-cloudfront
2024-08-13,S3 (Storage),us-east-1,100.7,On-Demand,Platform / DevOps,15.2,platform-/-devops-s3
2024-05-06,Lambda (Serverless),eu-west-1,15.99,Savings Plan,Logistics,10.5,logistics-lambda
2024-07-31,Route 53 (DNS),eu-west-1,4.43,Spot,Logistics,3.6,logistics-route 53
2024-08-03,Redshift (Data Warehouse),ap-southeast-1,289.23,Savings Plan,Logistics,13.9,logistics-redshift
2024-01-25,Route 53 (DNS),ap-southeast-1,7.03,On-Demand,Platform / DevOps,1.4,platform-/-devops-route 53
2024-02-21,Lambda (Serverless),ap-southeast-1,170.62,Reserved,Logistics,5.6,logistics-lambda
2024-04-08,S3 (Storage),ap-southeast-1,88.18,Spot,Procurement,15.5,procurement-s3
2024-05-27,ElastiCache (Caching),us-west-2,95.31,Reserved,Logistics,1.8,logistics-elasticache
2024-11-16,SQS (Queue),us-west-2,10.31,Reserved,Fleet Management,22.6,fleet-management-sqs
2024-05-28,Redshift (Data Warehouse),us-east-1,201.6,Spot,Platform / DevOps,7.2,platform-/-devops-redshift
2024-12-13,API Gateway,eu-west-1,13.99,Savings Plan,Data Engineering,21.0,data-engineering-api gateway
